split,seed,coverage,method,fault_kind,source_hidden,magnitude,threshold,true_station,n_windows_during,detection_rate,detected_episode,top1,within1,median_station_error,top1_episode,within1_episode,lead_time_min,first_alert_t_s,first_correct_alert_t_s
tune,1007,0.5,B2_observed_only_twin,SLOWDOWN,True,1.3225338259901676,39.987745614480566,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.5,B0_SPC_observed,SLOWDOWN,True,1.3225338259901676,5.012127239822025,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.5,B3_TurningPoint,SLOWDOWN,True,1.3225338259901676,0.40563520887847676,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.5,B1_IsolationForest,SLOWDOWN,True,1.3225338259901676,0.7423023198141773,20,55,0.05454545454545454,1.0,0.0,1.0,1.0,0.0,1.0,,49156.49749681926,
tune,1007,0.25,RippleTwin,SLOWDOWN,True,1.3225338259901676,23.87887940963418,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.25,B2_observed_only_twin,SLOWDOWN,True,1.3225338259901676,23.87066583332845,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.25,B0_SPC_observed,SLOWDOWN,True,1.3225338259901676,4.674774997918179,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.25,B3_TurningPoint,SLOWDOWN,True,1.3225338259901676,0.39660743155955724,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.25,B1_IsolationForest,SLOWDOWN,True,1.3225338259901676,0.7158774793615637,20,55,0.0,0.0,,,,0.0,0.0,,,
test,5000,1.0,RippleTwin,SLOWDOWN,False,1.1949660821520764,42.5638498837417,17,70,0.04285714285714286,1.0,0.0,0.0,16.0,0.0,0.0,,33765.52849543898,
test,5000,1.0,B2_observed_only_twin,SLOWDOWN,False,1.1949660821520764,42.5638498837417,17,70,0.04285714285714286,1.0,0.0,0.0,16.0,0.0,0.0,,33765.52849543898,
